,datetime,code,price,quantity,info,value
164,2018-06-21 09:17:00,21Jun201826600CE,81.3,-25,pnl: 0,2032.5
165,2018-06-21 09:17:00,21Jun201826600PE,43.5,-25,pnl: 0,1087.5
166,2018-06-21 11:46:00,21Jun201826600CE,20.9,25,stoploss breached pnl: -532.5,-522.5
167,2018-06-21 11:46:00,21Jun201826600PE,125.2,25,stoploss breached pnl: -532.5,-3130.0
168,2018-06-22 09:16:00,28Jun201826500CE,151.0,-25,pnl: 0,3775.0
169,2018-06-22 09:16:00,28Jun201826500PE,198.95,-25,pnl: 0,4973.75
170,2018-06-22 14:51:00,28Jun201826500CE,304.6,25,stoploss breached pnl: -945.0000000000009,-7615.000000000001
171,2018-06-22 14:51:00,28Jun201826500PE,83.15,25,stoploss breached pnl: -945.0000000000009,-2078.75
172,2018-06-25 09:16:00,28Jun201826700CE,163.7,-25,pnl: 0,4092.4999999999995
173,2018-06-25 09:16:00,28Jun201826700PE,148.55,-25,pnl: 0,3713.7500000000005
174,2018-06-25 15:15:00,28Jun201826700CE,107.0,25,End of Day reached pnl: 396.25,-2675.0
175,2018-06-25 15:15:00,28Jun201826700PE,189.4,25,End of day reached pnl: 396.25,-4735.0
176,2018-06-26 09:16:00,28Jun201826500CE,155.0,-25,pnl: 0,3875.0
177,2018-06-26 09:16:00,28Jun201826500PE,133.85,-25,pnl: 0,3346.25
178,2018-06-26 15:15:00,28Jun201826500CE,174.6,25,End of Day reached pnl: 998.75,-4365.0
179,2018-06-26 15:15:00,28Jun201826500PE,74.3,25,End of day reached pnl: 998.75,-1857.5
180,2018-06-27 09:16:00,28Jun201826600CE,93.8,-25,pnl: 0,2345.0
181,2018-06-27 09:16:00,28Jun201826600PE,125.0,-25,pnl: 0,3125.0
182,2018-06-27 11:35:00,28Jun201826600CE,47.35,25,stoploss breached pnl: -762.5,-1183.75
183,2018-06-27 11:35:00,28Jun201826600PE,201.95,25,stoploss breached pnl: -762.5,-5048.75
184,2018-06-28 09:16:00,28Jun201826400CE,73.8,-25,pnl: 0,1845.0
185,2018-06-28 09:16:00,28Jun201826400PE,73.7,-25,pnl: 0,1842.5
186,2018-06-28 09:25:00,28Jun201826400CE,67.25,25,stoploss breached pnl: -386.25,-1681.25
187,2018-06-28 09:25:00,28Jun201826400PE,95.7,25,stoploss breached pnl: -386.25,-2392.5
188,2018-06-29 09:15:00,05Jul201826300CE,222.15,-25,pnl: 0,5553.75
189,2018-06-29 09:15:00,05Jul201826300PE,168.1,-25,pnl: 0,4202.5
190,2018-06-29 15:15:00,05Jul201826300CE,223.2,25,End of Day reached pnl: 862.4999999999995,-5580.0
191,2018-06-29 15:15:00,05Jul201826300PE,132.55,25,End of day reached pnl: 862.4999999999995,-3313.7500000000005
192,2018-07-02 09:15:00,05Jul201826400CE,138.95,-25,pnl: 0,3473.7499999999995
193,2018-07-02 09:15:00,05Jul201826400PE,201.4,-25,pnl: 0,5035.0
